artist,album,track,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
All Get Out,The Season,Come and Gone,253,16.8,98.5,76.68,2.19,31.63,7.11,92.09,77.08,60.87,20.95,16.21,3.56,0,10.67,0,1.98,4.74,15.42,8.3,0,9.88,15.81,5.53,2.37,2.77,24.9,7.51,2.37,1.58,0,0,1.58,9.49,2.37,6.72,2.37,1.19,0.4,0.4,0.79,1.58,0,4.74,0.79,3.56,1.19,0.4,0.79,0,0,0,0.4,16.21,2.37,0.4,0,0,0.4,1.19,13.83,0,0,0,0.79,0,0,0,0,1.58,0,0,0.4,0.4,0.79,5.53,1.98,0,0,0,0,0,0.4,0.4,0,0,0.4,0.4,0,0.79,0,0.79,0.4,7.91,13.83,0,2.37,7.91,2.77,0.4,0.79,4.74,6.32,9.09,0.79,0.79,0,0.4,0.4,0,12.25,0,4.74,2.77,0,4.74,0,0
All Get Out,The Season,"Girl, Gun",203,6.12,95.31,57.85,20.23,203,6.4,97.54,82.76,60.59,27.59,22.17,7.88,0.99,9.36,2.96,0,5.42,13.3,2.96,1.97,10.84,11.33,5.91,3.94,1.97,25.62,7.88,4.93,1.97,1.97,0,0,13.79,1.97,11.82,3.94,0.99,3.94,3.94,0,1.97,0,9.85,3.94,3.94,2.96,1.97,0.99,0.99,0,0,1.97,22.17,5.91,0.99,0.99,0,0.99,1.97,16.26,0,0,1.97,2.96,0,0,0,0,0.99,0,0,0,0,0.99,2.96,0,0,0,0,0,0,0,0.99,0,0.99,1.48,0,0,0,0,0.99,0,7.88,8.87,0,2.96,4.93,0,0,0.99,4.43,7.39,10.84,0,0,0,0,0,0,6.9,0,0,0,0,6.9,0,0
All Get Out,The Season,Let Me Go,382,3.31,92.55,94.03,52.6,95.5,5.76,97.64,81.94,65.18,29.58,22.77,7.59,1.05,11.52,1.05,1.05,6.81,13.09,3.93,1.05,11.52,12.3,4.97,5.76,3.66,25.92,5.5,3.66,4.97,2.36,1.05,1.57,15.97,2.36,13.61,2.88,3.4,2.62,1.57,0.26,4.97,0,4.97,3.14,1.05,1.83,1.05,0.79,0.26,0,0.26,0.79,21.47,4.97,1.05,0,0,0.26,2.09,15.71,0.26,0,0,1.31,0.26,0,0,0.26,3.4,0.52,0.79,0,0.52,1.57,2.36,0.26,0.26,0,0,0,0,0,0.52,0,0.79,0.79,0,0.26,0,0,0,0,10.99,10.73,0,3.93,6.54,0.26,0.52,0.79,4.45,5.5,9.69,2.36,0,0,0,0,0,12.57,0,2.88,0.79,0,8.9,0,0
All Get Out,The Season,Lucky Bastard,283,24.18,2.88,99,53.04,283,8.83,94.35,66.08,49.82,26.86,22.26,18.73,0,1.06,2.47,0,4.59,16.96,3.18,0,9.19,5.3,2.47,3.18,0.35,16.61,6.01,4.59,3.18,1.41,1.41,0.35,13.43,1.41,11.31,4.24,2.12,4.24,0,0.71,2.12,0,5.65,3.18,1.06,2.12,1.41,0.71,0,0,0.71,1.41,17.67,3.18,0,0,0.35,0,1.41,10.6,3.18,0,3.89,2.47,0,0,0,0,5.3,0,4.59,0,0,0.71,1.06,0.35,0,0,0.35,0,0,0,0.71,0,4.24,1.77,0,0,0,0.35,0.35,0,7.77,12.72,0,3.18,8.83,0.35,0,3.53,5.65,3.53,3.89,1.77,1.77,1.06,0,0.71,0,12.72,1.06,4.59,0,0,4.24,2.83,0
All Get Out,The Season,Me and My Lovers,374,2.5,4.09,96.8,31.23,374,5.88,94.39,78.34,65.24,21.93,14.97,9.09,0,5.08,0.53,0.27,6.95,12.3,3.74,0,10.96,13.37,5.61,9.09,7.22,22.99,3.48,1.34,2.14,0.53,1.07,0.53,17.65,3.21,13.9,2.41,0.8,3.21,3.48,0.27,6.68,0,5.08,2.41,1.6,1.87,1.34,0.53,0,0.53,0,1.07,15.24,6.42,0,0,0.27,0.8,3.21,9.09,0,0.27,0,1.34,0,0,0,0,2.14,0.27,0,0.53,0,1.34,2.94,0.27,0,0,0,0,0,0.53,0,0.53,0.8,0,0,0,0,0,0.27,0,10.7,10.43,0,2.14,7.75,0.8,0.27,0.8,4.01,4.81,9.36,0.8,0.27,0,0.27,0,0,5.88,0,1.34,0,0,4.55,0,0
All Get Out,The Season,My Friends,309,11.08,64.89,99,91.73,154.5,6.47,98.71,82.52,61.49,23.62,18.12,9.06,0,6.47,0,1.29,5.5,7.12,1.29,0.97,14.56,8.74,3.88,10.68,1.62,28.8,2.91,1.94,2.59,1.62,0.97,0,11,0.32,10.68,4.21,0.97,2.91,1.62,1.29,1.94,0,8.74,6.8,1.62,4.53,2.91,1.62,0,0,1.62,0.32,18.45,7.12,0,0,0,0,4.21,10.68,0,1.62,0,0,0,0,0,0,3.88,1.29,0.65,0.32,0,1.62,4.53,0,0,0,0,0,0,0.97,0.97,0.65,2.59,0.32,0,0,0,0,0.32,0,17.15,18.45,0,5.18,12.3,0.32,1.29,0.32,1.94,0.65,5.83,3.24,0.32,0,0.32,0,0,12.62,0.97,5.83,0,0,4.85,0.97,0
All Get Out,The Season,Son of Mine,183,10.94,9.33,99,85.13,183,7.1,96.72,72.13,58.47,27.87,20.22,14.75,0,4.37,0,1.09,7.65,13.66,3.83,0,11.48,9.29,4.92,4.92,1.09,16.94,6.01,0.55,1.09,0.55,0.55,0,13.11,0.55,12.57,3.28,1.64,3.83,3.28,0,2.19,0,6.01,4.92,0.55,1.64,1.64,0,0,0,0,0.55,13.66,6.56,1.64,3.83,0.55,0,1.09,7.1,1.09,0,0.55,1.09,0,0,0,0,4.92,0,2.73,0,1.09,1.09,7.1,0,0,0,0,0,0,0,1.09,0.55,0,0,1.09,0,0,0,0,0,8.74,18.03,0,3.28,11.48,2.73,0,1.64,6.01,2.73,8.74,0.55,0,0,0,0,0,8.74,0,5.46,0,0,3.28,0,0
All Get Out,The Season,Subject to Change,188,1.86,76.11,99,9.87,47,9.04,96.81,82.45,68.09,32.45,24.47,13.3,1.06,9.04,1.06,0,7.98,13.83,5.85,1.06,7.98,9.57,12.23,3.19,0.53,20.74,3.72,5.32,3.72,1.6,0,2.13,18.09,5.32,12.77,4.26,2.66,1.6,2.13,1.06,1.6,0,4.26,1.6,2.66,1.6,1.06,0.53,0,0,0,0,15.96,4.26,0.53,0.53,1.6,0,0,11.7,0.53,0,0,1.6,0,0,0,0,0.53,0,0,0.53,0,0,1.6,0,0,0,0,0,0,0,1.6,0.53,1.06,0.53,0,0,0.53,0,0,0,14.36,12.77,0,3.72,7.45,1.06,0,1.06,10.11,5.32,9.57,1.6,0,0,0,0,0,9.57,0,3.72,2.13,0,3.72,0,0
All Get Out,The Season,The Season,426,12.21,1,99,20.23,21.3,10.56,94.84,69.25,51.88,24.41,15.02,13.15,0.7,0.94,0,0.23,9.39,14.32,5.4,0.23,7.98,9.86,4.46,1.41,5.16,22.3,3.52,2.82,2.82,1.64,0,1.17,12.44,0.7,11.74,3.99,0.47,3.99,2.35,0.47,2.58,0.23,7.51,3.76,3.76,3.05,1.41,1.64,0,1.17,0.23,0.7,5.87,2.82,0,0.47,0,0.7,0.47,2.82,0.47,0.23,0,0.47,0,0,0,0,2.35,0,0.23,0,0.94,1.17,6.81,0.23,0,0,0,0,0,0.23,0.47,0.23,2.35,0,1.88,0,0.23,0,0.23,0,10.09,20.89,0.23,6.34,13.15,1.41,0.23,3.05,3.76,4.93,8.69,2.82,3.76,2.82,0,0.94,0,26.29,0,13.15,0,4.69,8.45,0,0
Manchester Orchestra,A Black Mile To The Surface,"Lead, SD",340,25.38,33.4,91.22,13.87,85,11.18,90.88,76.76,63.24,22.65,16.18,9.41,0.88,3.82,1.76,0.29,6.47,15,6.47,1.47,15.88,13.24,6.47,3.24,2.06,22.94,5,2.65,3.82,2.06,1.47,0.29,10.29,1.76,8.53,2.06,0.59,2.06,0.59,0.59,2.65,0.29,3.82,1.47,2.06,1.47,0.59,0.59,0,0.29,0.29,0,9.41,1.76,0.29,0,0.29,0,0.88,8.24,0.88,0,1.18,1.18,0,0,0,0,1.76,0.29,0,0.29,0,1.18,2.65,0.29,0.29,0,0,0,0,0.59,0.59,0.29,0.29,0.88,0,0,0,0,0.59,0.59,7.06,12.65,0.88,1.18,8.82,2.06,1.47,0,5.29,4.71,9.41,2.65,0.59,0.59,0,0,0,12.35,0,5.29,0.88,0,6.18,0,0
Manchester Orchestra,A Black Mile To The Surface,The Alien,345,19.66,98.83,72.71,9.17,38.33,9.28,94.2,77.97,60.87,20.58,17.1,3.19,0,12.75,0.29,0.87,3.48,14.49,7.54,0.29,12.17,11.01,6.38,4.64,4.93,25.22,3.19,2.9,3.19,1.16,0,2.03,15.07,2.9,12.17,4.93,1.45,1.74,1.16,0,3.77,0,2.32,0.58,1.74,2.03,0.58,1.45,1.16,0,0,0,19.13,2.9,0,0,0.29,0.29,2.03,15.94,1.16,0,0.29,1.16,0,0,0,0,2.61,0.58,0,1.45,0,0.58,3.48,1.16,0.29,0,0,0.29,0,0.87,0,1.16,0,2.61,0,0.87,0,0,0,0.29,12.46,8.12,0,3.19,4.64,0.58,0.58,0.58,3.77,8.41,4.06,1.45,1.45,0.58,0,0.87,0,16.52,0,2.32,2.32,0,6.67,5.22,0
Manchester Orchestra,A Black Mile To The Surface,The Gold,239,4.23,98.1,95.02,20.23,119.5,7.95,94.98,81.17,66.11,29.71,25.94,10.04,2.51,13.39,0,0,3.77,17.57,4.18,0,10.46,9.62,5.86,4.18,4.6,18.41,7.95,5.02,4.6,2.51,2.09,0,11.3,0.42,10.88,2.93,0.42,2.93,4.18,1.67,2.09,0,6.69,2.51,2.51,3.35,2.09,0,0,0,0,0.42,19.25,2.51,0,0,0,0,0.42,16.74,0,0,0,0.84,0,0,0,0,2.09,0,0,0,0,2.09,5.86,1.67,0.84,0,0,0,0,1.26,0,0,1.26,0.42,0.84,0,0,0,2.09,0,7.53,12.13,0,0.84,8.37,2.51,0,0,5.86,3.77,6.28,1.67,2.09,1.67,0,0.42,0,10.88,0,2.09,0.42,0,7.53,0.84,0
Manchester Orchestra,A Black Mile To The Surface,The Grocery,284,26.1,50.55,80.64,35.17,94.67,7.39,94.72,79.58,60.56,21.13,14.44,6.69,0.35,5.99,0.7,0.7,6.69,13.03,7.75,0,13.73,9.86,6.34,5.99,3.17,25.35,2.11,0.7,1.06,1.06,0,0,20.42,3.52,15.49,4.58,0.35,6.34,1.76,0.7,3.52,0,2.46,1.76,0.7,1.06,1.06,0,0,0,0,0,9.86,1.06,0,0,0,0,0,8.8,1.06,0,0,1.76,0,0,0,0,1.06,0,0.7,0,0,0.35,2.82,0,0,0,0,0,0,0.35,0,0,4.23,1.06,0,0,0,0,0.35,2.82,11.62,20.42,0.35,3.17,11.27,4.23,0,2.82,0.7,3.87,7.75,0.7,0,0,0,0,0,10.56,0,3.52,0.7,0,4.58,1.76,0
Manchester Orchestra,A Black Mile To The Surface,The Maze,157,1.92,59,95.35,98.43,157,12.1,92.99,79.62,63.69,33.12,24.2,14.65,0.64,8.92,0,0,8.92,10.19,3.82,1.27,12.1,12.74,7.01,4.46,2.55,27.39,1.27,2.55,1.27,0.64,0.64,0,12.74,1.91,10.83,5.1,0.64,2.55,3.18,0,0.64,0,7.01,7.01,0,3.82,3.82,0,0,0,0,0,20.38,8.92,0,0,0,0,4.46,11.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,1.27,0.64,0,1.27,0.64,1.27,0,0,0,0,1.27,4.46,6.37,1.91,2.55,3.82,0.64,0.64,0,3.18,2.55,12.1,1.91,0.64,0,0,0.64,0,14.65,0,3.82,0,0,10.83,0,0
Manchester Orchestra,A Black Mile To The Surface,The Mistake,194,17.54,75.19,93.08,6.73,194,14.43,93.3,84.54,63.4,22.68,16.49,7.22,1.03,7.22,0.52,0.52,6.19,7.22,4.64,0.52,15.46,12.37,6.7,2.58,4.64,26.8,5.15,3.61,2.06,1.55,0.52,0,23.2,4.12,19.07,3.09,1.55,6.19,3.61,0,4.64,0,3.61,1.03,2.58,1.55,0.52,1.03,0,0,0,0,18.56,4.12,0.52,0,0,1.03,2.06,14.43,0.52,0,0,1.03,0.52,0,0,0.52,0.52,0,0.52,0,0,0,1.03,0,0,0,0,0,0,0,1.03,0.52,2.58,0.52,0.52,0,0,0,0,0,7.22,15.98,0.52,3.61,12.37,0.52,0,0.52,2.06,3.61,8.25,0.52,0.52,0.52,0,0,0,9.28,0,3.09,0,0,6.19,0,0
Manchester Orchestra,A Black Mile To The Surface,The Moth,195,59.67,91.46,95.87,20.23,195,9.23,93.85,78.97,62.05,20,14.87,5.13,0,7.18,2.56,0,5.13,13.85,10.26,0,17.44,9.23,8.72,2.05,1.03,22.56,4.1,3.08,3.59,0,0.51,3.08,14.87,1.54,13.33,2.05,3.59,3.08,0.51,1.54,3.08,0,1.03,0.51,0.51,0.51,0,0.51,0,0,0,0,15.9,2.05,0,0,1.54,0,0.51,12.82,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0.51,0,0,0.51,0,2.56,3.08,0,0,0,0,0,0,9.74,24.1,0.51,2.56,18.46,1.54,1.03,1.03,2.05,4.62,6.15,1.54,1.03,1.03,0,0,0,10.77,0,2.56,0.51,0,6.67,1.03,0
Manchester Orchestra,A Black Mile To The Surface,The Parts,185,78.96,76.59,82.38,2.35,92.5,5.41,91.89,82.7,54.59,17.3,16.22,5.95,0,9.73,0,0,1.08,15.68,4.86,0.54,17.3,4.32,2.16,3.78,0.54,22.7,1.62,8.65,1.08,0,0.54,0.54,21.08,0,21.08,7.03,0,6.49,1.62,0,7.57,0,2.7,0,2.7,2.16,0,2.16,1.08,0.54,0.54,0,13.51,2.16,0,0,0,0,1.08,10.81,0,0,0,0.54,0,0,0,0,0.54,0,0,0.54,0,0,2.7,0,0,0,0,0,0,0.54,0,0,5.95,0,0,0,0,0,0,0.54,10.81,11.89,1.08,1.62,6.49,2.16,0.54,0.54,1.08,2.7,2.16,0.54,1.08,0,1.08,0,0,9.73,0,5.95,0.54,0,3.24,0,0
Manchester Orchestra,A Black Mile To The Surface,The Silence,345,2.46,60.74,99,20.23,69,13.33,93.91,82.03,67.25,24.64,20.29,10.43,0,9.86,0,0,4.35,11.3,4.06,0.58,10.14,13.04,9.57,4.93,4.64,25.22,5.22,2.61,1.45,0.58,0.29,0.58,17.68,3.77,13.33,4.64,2.03,2.9,0.87,0.87,2.9,0.29,5.22,2.32,2.32,2.32,0.58,1.16,0,0,0.29,0,12.75,1.16,0,0,0,0.29,0.29,11.59,0.87,0.29,0.29,0.29,0,0,0,0,0.87,0,0,0.87,0,0,1.45,0.58,0.58,0,0,0,0,0,0.29,1.74,0.58,1.45,0,0,0,0,0.29,1.74,8.7,17.97,0.87,1.16,12.75,2.9,0.87,0.29,2.03,6.67,7.83,0.58,0.29,0.29,0,0,0,11.88,0,4.06,1.16,0,3.19,3.48,0
Manchester Orchestra,A Black Mile To The Surface,The Sunshine,104,1,4.48,92.26,65.7,104,25,96.15,90.38,77.88,29.81,21.15,13.46,0,7.69,0,0,8.65,12.5,3.85,0,7.69,20.19,23.08,4.81,6.73,26.92,18.27,0,0,0,0,0,17.31,0,17.31,5.77,0,0.96,8.65,5.77,5.77,0,2.88,2.88,0,0,0,0,0,0,0,0,9.62,2.88,2.88,0,0,0,0,8.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,1.92,0,0,0,0,0,3.85,0,0,0,0,0,0,0,1.92,1.92,20.19,0,25,0,18.27,6.73,0,32.69,0,6.73,0,0,18.27,7.69,0
Manchester Orchestra,A Black Mile To The Surface,The Wolf,400,33.31,77.79,74.51,8.55,57.14,11,92,76,62.5,19,12.75,4.25,2,6,0,0.5,6.25,16,8.75,0.5,14.25,10,7.5,4.75,4,21.25,1.75,3.75,5.25,2,2,2,14.5,2.5,12,2.75,1,3,2,1,2.25,0,3.75,1.25,2.5,1.5,0.5,1,0,0.25,0.25,0,13.25,3.75,0,0,0,1,2.25,9.25,0,0,0.25,0,0.25,0,0,0.25,2,0.25,0.25,0.5,0.5,0.5,3.25,0.5,0.25,0,0.25,0,0,0.5,0.5,0.25,0.75,0.5,0,0.25,0,0,1,0.5,7.25,15,1,3,8.75,2.5,0.5,0.5,3.75,5.5,5.25,2.75,0.5,0.5,0,0,0,14.5,0.75,3.25,1.25,0,5.5,3.75,0
Manchester Orchestra,Cope (Deluxe Version),After The Scripture,163,28.82,68.7,94.62,1.65,163,9.82,88.96,69.94,57.06,22.7,15.34,6.75,4.29,3.68,0.61,0,7.36,16.56,9.82,0,9.82,6.13,5.52,4.91,4.29,16.56,2.45,0.61,6.13,4.91,0.61,0.61,11.66,1.23,10.43,2.45,0.61,4.29,0.61,0,3.68,0.61,7.36,1.23,4.29,4.91,0.61,2.45,0,0,0,0,12.88,1.84,0,0,0,0.61,0.61,11.66,0.61,0,1.84,0,0,0,0,0,4.29,0.61,0.61,1.23,0,1.84,4.91,2.45,1.84,0,0,0,0,0,0.61,0,1.84,1.23,0,0,0.61,0,2.45,0,4.91,18.4,0,3.68,9.82,2.45,0,3.07,5.52,7.36,4.29,3.68,0,0,0,0,0,7.36,0,0,0,0,7.36,0,0
Manchester Orchestra,Cope (Deluxe Version),All That I Really Wanted,207,5.89,37.29,77.17,33.75,207,3.86,97.58,87.44,71.98,28.5,16.91,10.14,0.48,6.28,0,0,11.59,17.39,3.38,0,13.53,13.04,7.73,2.42,2.42,27.54,0.97,7.73,0.97,0.48,0,0.48,24.15,9.18,14.98,2.42,2.42,3.86,0,3.38,0.97,0,3.38,1.93,0.97,0,0,0,0,0,0,0.48,7.73,0.97,0,0,0.97,0,0,6.76,0,0,0,0,0,0,0,0,0.97,0,0,0,0.97,0,1.93,0,0,0,0,0.48,0,0.97,0,0.97,2.9,0,0,0,0,0,0.48,0,8.7,9.66,0,2.9,4.83,0.48,0,0.48,4.83,9.18,5.31,1.45,0,0,0,0,0,3.86,0,0.48,0,0,3.38,0,0
Manchester Orchestra,Cope (Deluxe Version),Choose You,193,4.57,28.65,97.01,6.69,193,7.77,92.23,79.27,68.39,26.94,23.83,12.44,0.52,9.33,1.04,0,3.11,12.95,9.33,0,10.88,13.99,2.07,4.66,11.4,23.32,1.04,1.04,5.18,0.52,3.63,1.04,11.92,1.04,9.84,6.22,0.52,0,0,0.52,2.07,0,2.59,0.52,2.07,0.52,0,0.52,0,0,0.52,0,17.1,3.11,0,0,0,0,1.55,13.99,0,0,0,3.63,1.55,0,0.52,1.04,2.07,0,0.52,0,0.52,1.04,0,0,0,0,0,0,0,0,0,0.52,0,0,0.52,0,0,0,0,2.59,8.29,8.29,0,1.55,5.7,0.52,0,0,1.55,6.22,8.81,3.63,0,0,0,0,0,18.13,0,7.77,0,0,10.36,0,0
Manchester Orchestra,Cope (Deluxe Version),Cope,165,8.65,14.16,99,28.32,82.5,8.48,96.97,84.24,64.85,24.24,13.94,9.09,2.42,1.82,0,0.61,10.3,14.55,5.45,1.21,11.52,9.7,7.88,7.27,2.42,26.67,2.42,3.64,2.42,2.42,0,0,18.18,4.24,13.94,3.03,1.21,3.64,4.24,0.61,3.03,0.61,4.24,2.42,1.82,3.03,2.42,0.61,0,0,0.61,0,6.06,1.21,0.61,0,0.61,0,0,4.85,0,0,0,0,0,0,0,0,1.21,0,0.61,0,0.61,0,1.21,0.61,0,0,0.61,0,0,0,0,0,3.03,0,0.61,0,0,0,0.61,0,10.3,19.39,1.82,5.45,15.76,3.03,0,0,5.45,2.42,8.48,3.64,0,0,0,0,0,7.27,1.82,1.82,0,0,3.64,0,0
Manchester Orchestra,Cope (Deluxe Version),Every Stone,141,5.56,44.25,99,53.17,141,4.26,94.33,87.94,68.09,24.11,11.35,4.26,0.71,5.67,0,0,12.77,7.8,3.55,0,18.44,19.86,5.67,4.26,5.67,39.72,0,2.84,1.42,0.71,0,0.71,19.86,6.38,13.48,2.13,2.13,2.13,4.96,0,4.26,0,2.13,2.13,0,0,0,0,0,0,0,0,12.77,3.55,0.71,0.71,0,0,1.42,8.51,0,0,0,0,0,0,0,0,1.42,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0.71,2.84,28.37,0,12.06,16.31,0,0,0,3.55,15.6,15.6,1.42,0,0,0,0,0,21.99,0,7.8,0,0,14.18,0,0
Manchester Orchestra,Cope (Deluxe Version),Girl Harbor,237,4,18.76,91.65,20.23,237,8.86,97.89,83.97,64.98,26.58,21.52,13.08,0,7.59,0.42,0.42,5.06,10.55,4.22,0,11.39,8.86,7.59,6.75,5.49,24.89,5.06,3.38,1.69,1.27,0.42,0,23.63,2.53,20.25,7.17,1.27,5.49,1.27,0.84,3.38,0,1.69,0.84,0.84,0.84,0,0.84,0.42,0,0,0,16.88,6.33,0.84,0,0,0,5.06,10.13,0,0.42,0.42,0.42,0,0,0,0,0.84,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,1.69,2.95,0,0.42,0,0,0,0,1.69,10.97,7.59,0.42,0.84,4.22,0.84,0.84,0.42,2.95,1.27,8.44,0,0,0,0,0,0,6.33,0,1.27,0,0,5.06,0,0
Manchester Orchestra,Cope (Deluxe Version),Indentions,88,14.21,1.08,99,NA,29.33,19.32,90.91,72.73,55.68,22.73,15.91,12.5,0,2.27,0,1.14,6.82,7.95,4.55,0,10.23,11.36,3.41,0,7.95,25,2.27,4.55,3.41,0,1.14,2.27,18.18,3.41,14.77,4.55,5.68,1.14,3.41,1.14,0,0,0,0,0,0,0,0,0,0,0,0,5.68,1.14,0,0,0,0,1.14,4.55,0,0,0,0,0,0,0,0,3.41,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,13.64,1.14,5.68,5.68,2.27,0,0,5.68,4.55,4.55,6.82,0,0,0,0,0,18.18,3.41,0,1.14,0,9.09,4.55,0
Manchester Orchestra,Cope (Deluxe Version),Never Really Been Another Way Out,194,1,61.5,99,14.58,64.67,2.58,97.42,85.57,69.59,21.65,15.98,5.67,0,9.79,0,0.52,5.67,18.04,6.19,0.52,10.31,13.92,14.95,6.19,7.22,26.29,3.09,3.09,2.06,0.52,1.03,0.52,23.2,6.19,15.98,4.64,1.55,2.06,1.55,2.06,4.64,0,1.55,0.52,1.03,0,0,0,0,0,0,0,16.49,3.09,0,0,0,0.52,0.52,11.34,0,0,0,0.52,0,0,0,0,2.58,0.52,2.06,0,0,0,1.55,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,1.55,12.89,18.04,0,3.61,11.86,0,1.55,1.55,6.7,3.09,13.4,2.58,0.52,0,0,0.52,0,15.46,0.52,4.64,0.52,0,8.76,1.03,0
Manchester Orchestra,Cope (Deluxe Version),See It Again,261,5.28,1,99,15.91,261,6.51,96.17,82.76,64.75,17.24,9.58,7.66,1.15,0.77,0,0,7.66,13.03,4.21,0,16.48,10.34,14.94,4.98,11.11,29.89,3.83,2.3,1.92,1.15,0.38,0.38,24.52,9.2,15.33,5.75,1.15,1.53,3.07,1.53,5.75,0,0.38,0,0.38,0,0,0,0,0,0,0,6.51,3.83,0,0,0.38,0,2.68,2.68,0,0,0,0,0.38,0,0,0.38,1.53,0,0.77,0,0.77,0,3.07,0,0,0,0,0,0,0,0.38,0.77,0,0.77,0,0,0,0.38,0.38,0,15.71,10.73,0.38,1.15,3.83,4.6,0,1.15,9.96,5.36,5.75,8.05,0,0,0,0,0,9.58,0,0.38,0,0,9.2,0,0
Manchester Orchestra,Cope (Deluxe Version),The Mansion,173,5.58,53.87,81.8,3.43,173,8.09,94.8,76.88,60.69,27.75,17.92,8.09,2.31,3.47,2.89,0.58,9.83,16.18,8.09,0,6.94,8.67,6.36,4.62,5.2,20.23,4.05,1.73,3.47,2.89,0,0.58,20.81,4.62,16.18,5.78,2.31,2.31,3.47,1.73,4.05,1.73,2.31,0,2.31,0,0,0,0,0,0,0,19.65,5.78,0.58,0.58,0,1.73,2.89,13.87,0.58,0,0.58,5.2,0,0,0,0,1.16,0,0,0,0,1.16,1.73,0,0,0,0,0,0,0,0.58,0,0.58,0.58,0,0,0,0,0,0,6.94,10.4,0,1.16,6.36,2.31,0,0,2.89,8.09,5.78,1.16,0.58,0,0,0.58,0,8.67,0,1.73,0,0,5.78,1.16,0
Manchester Orchestra,Cope (Deluxe Version),The Ocean,115,17.87,14.97,94.54,61.25,57.5,4.35,93.04,78.26,62.61,25.22,13.04,8.7,0.87,3.48,0,0,12.17,20.87,9.57,1.74,12.17,10.43,7.83,2.61,4.35,24.35,2.61,2.61,2.61,0.87,0.87,0.87,9.57,3.48,6.09,3.48,1.74,0.87,0.87,0,0.87,0,5.22,3.48,0.87,1.74,1.74,0,0,0,0,0.87,11.3,6.09,0,0,0,0,2.61,5.22,0,0,0,0,0,0,0,0,5.22,0,0.87,2.61,0,1.74,4.35,0.87,0,0,0,0,0,0,2.61,0,0.87,0,0,0,0,0,0,0,11.3,9.57,0,2.61,6.96,0,0,0.87,5.22,1.74,13.04,3.48,0,0,0,0,0,16.52,0,6.96,0.87,0,8.7,0,0
Manchester Orchestra,Cope (Deluxe Version),Top Notch,184,9.71,49.76,74.45,6.28,92,8.7,94.02,78.26,64.67,22.83,8.7,2.72,2.17,1.63,1.09,1.09,14.13,19.57,4.35,2.17,12.5,8.15,7.07,8.15,4.35,20.65,1.09,7.07,4.35,2.72,1.63,0,22.83,9.24,13.59,5.98,3.26,1.63,1.63,1.09,2.72,0,1.63,0,1.63,0.54,0,0.54,0,0,0,0,9.78,2.17,0,0,0,0.54,1.09,7.61,0.54,0,0,1.63,0,0,0,0,1.63,0,0.54,0,0,1.09,2.72,1.09,0.54,0,0,0,0,0,0.54,0,0,1.09,0,0,0,0,0,1.63,5.43,12.5,1.63,1.09,8.15,2.17,1.09,0,3.8,3.26,7.07,1.09,0,0,0,0,0,5.98,0,0,0,0.54,4.35,1.09,0
Manchester Orchestra,Cope (Deluxe Version),Trees,257,31.39,58.59,29.64,4.78,257,8.56,99.22,89.88,54.47,23.74,21.79,12.06,0,9.34,0,0.39,1.95,3.89,0.78,0,15.95,3.11,5.45,5.84,1.56,29.96,3.5,3.5,1.17,0,0.78,0.39,22.57,0,22.57,5.84,1.56,12.84,0.39,0,2.33,0,3.5,0.78,2.72,1.95,0.78,1.17,0,0.39,0,0,12.45,2.72,0,0,0,0,2.33,9.73,0,0,0,0,0,0,0,0,0.39,0,0,0,0.39,0,5.84,0.39,0,0,0.39,0,0,0,0,0.78,11.67,1.17,1.17,0,0,0,0.39,0,7.39,7.78,0,2.72,1.95,0.39,0,2.72,3.11,13.23,5.06,2.72,7,0.78,1.56,4.67,0,8.17,0,5.06,0,0,2.33,0.78,0
